timestamp,open,high,low,close,volume
2021-04-01 00:00:00+00:00,1.3788729906082153,1.4009525775909424,1.3670539855957031,1.3952839374542236,0
2021-05-01 00:00:00+00:00,1.3819999694824219,1.423345685005188,1.380548119544983,1.4180374145507812,0
2021-06-01 00:00:00+00:00,1.4227584600448608,1.4247246980667114,1.378720760345459,1.3842746019363403,0
2021-07-01 00:00:00+00:00,1.3827624320983887,1.3984057903289795,1.357367753982544,1.3904008865356445,0
2021-08-01 00:00:00+00:00,1.391000509262085,1.3956929445266724,1.3603591918945312,1.376045823097229,0
2021-09-01 00:00:00+00:00,1.3753701448440552,1.3913236856460571,1.3417415618896484,1.3426424264907837,0
2021-10-01 00:00:00+00:00,1.3469645977020264,1.383399486541748,1.3436344861984253,1.3690004348754883,0
2021-11-01 00:00:00+00:00,1.3686443567276,1.3694690465927124,1.3206201791763306,1.3315047025680542,0
2021-12-01 00:00:00+00:00,1.3295927047729492,1.3548483848571777,1.317401647567749,1.349837303161621,0
2022-01-01 00:00:00+00:00,1.3519853353500366,1.374948501586914,1.3360588550567627,1.3403388261795044,0
2022-02-01 00:00:00+00:00,1.344266653060913,1.3643310070037842,1.3275980949401855,1.337327480316162,0
2022-03-01 00:00:00+00:00,1.3422818183898926,1.3437248468399048,1.3001364469528198,1.3138878345489502,0
2022-04-01 00:00:00+00:00,1.314578652381897,1.3166903257369995,1.2414032220840454,1.25749933719635,0
2022-05-01 00:00:00+00:00,1.25749933719635,1.2666244506835938,1.2157167196273804,1.2647020816802979,0
2022-06-01 00:00:00+00:00,1.2609704732894897,1.2616863250732422,1.1992132663726807,1.2131799459457397,0
2022-07-01 00:00:00+00:00,1.2159976959228516,1.224259853363037,1.1763184070587158,1.2180001735687256,0
2022-08-01 00:00:00+00:00,1.2167818546295166,1.2291958332061768,1.1600254774093628,1.1659767627716064,0
2022-09-01 00:00:00+00:00,1.15968918800354,1.1737639904022217,1.0379042625427246,1.1169440746307373,0
2022-10-01 00:00:00+00:00,1.115200161933899,1.1644154787063599,1.0926454067230225,1.159595012664795,0
2022-11-01 00:00:00+00:00,1.1471836566925049,1.2154213190078735,1.1162582635879517,1.1946860551834106,0
2022-12-01 00:00:00+00:00,1.2075544595718384,1.244152545928955,1.1994291543960571,1.2098994255065918,0
2023-01-01 00:00:00+00:00,1.2098994255065918,1.244926929473877,1.1844552755355835,1.2353609800338745,0
2023-02-01 00:00:00+00:00,1.2307844161987305,1.2401869297027588,1.1916821002960205,1.2061562538146973,0
2023-03-01 00:00:00+00:00,1.203137755393982,1.2422668933868408,1.180790901184082,1.2387275695800781,0
2023-04-01 00:00:00+00:00,1.2345998287200928,1.258130669593811,1.2276867628097534,1.2576006650924683,0
2023-05-01 00:00:00+00:00,1.2558395862579346,1.267909288406372,1.2312238216400146,1.241187572479248,0
2023-06-01 00:00:00+00:00,1.244555115699768,1.284769058227539,1.2369654178619385,1.2614636421203613,0
2023-07-01 00:00:00+00:00,1.2707997560501099,1.3142330646514893,1.26603102684021,1.2853965759277344,0
2023-08-01 00:00:00+00:00,1.283202886581421,1.283861756324768,1.254878282546997,1.271179437637329,0
2023-09-01 00:00:00+00:00,1.267138123512268,1.2710033655166626,1.2121212482452393,1.220299482345581,0
2023-10-01 00:00:00+00:00,1.219799280166626,1.233608365058899,1.2042534351348877,1.2165746688842773,0
2023-11-01 00:00:00+00:00,1.2151259183883667,1.2732527256011963,1.2097749710083008,1.2696397304534912,0
2023-12-01 00:00:00+00:00,1.2631845474243164,1.2826762199401855,1.2504688501358032,1.274099588394165,0
2024-01-01 00:00:00+00:00,1.272999882698059,1.2784616947174072,1.2597472667694092,1.269551157951355,0
2024-02-01 00:00:00+00:00,1.2680699825286865,1.2772860527038574,1.2520031929016113,1.2663036584854126,0
2024-03-01 00:00:00+00:00,1.2627220153808594,1.2890584468841553,1.257735013961792,1.2626996040344238,0
2024-04-01 00:00:00+00:00,1.2638230323791504,1.2709063291549683,1.2301182746887207,1.2559815645217896,0
2024-05-01 00:00:00+00:00,1.2489384412765503,1.279983639717102,1.2449114322662354,1.27304208278656,0
2024-06-01 00:00:00+00:00,1.2737993001937866,1.2860082387924194,1.2613521814346313,1.2649997472763062,0
2024-07-01 00:00:00+00:00,1.2650221586227417,1.3044612407684326,1.2616386413574219,1.2836971282958984,0
2024-08-01 00:00:00+00:00,1.2853471040725708,1.326259970664978,1.2666244506835938,1.3129993677139282,0
2024-09-01 00:00:00+00:00,1.3131994009017944,1.3432915210723877,1.3003225326538086,1.338329792022705,0
2024-10-01 00:00:00+00:00,1.3377926349639893,1.339046597480774,1.2847524881362915,1.2959579229354858,0
2024-11-01 00:00:00+00:00,1.2894740104675293,1.3043761253356934,1.248860478401184,1.2732998132705688,0
2024-12-01 00:00:00+00:00,1.2738999128341675,1.2813055515289307,1.240999698638916,1.254909873008728,0
2025-01-01 00:00:00+00:00,1.2521003484725952,1.2576401233673096,1.2101263999938965,1.2423903942108154,0
2025-02-01 00:00:00+00:00,1.240199327468872,1.2707933187484741,1.2250398397445679,1.259890079498291,0
2025-03-01 00:00:00+00:00,1.2573997974395752,1.3015241622924805,1.257228970527649,1.2938284873962402,0
2025-04-01 00:00:00+00:00,1.2919896841049194,1.3442305326461792,1.2722808122634888,1.3410794734954834,0
2025-05-01 00:00:00+00:00,1.3321610689163208,1.3592866659164429,1.314198613166809,1.3463009595870972,0
2025-06-01 00:00:00+00:00,1.3463009595870972,1.3764814138412476,1.3373453617095947,1.3719680309295654,0
2025-07-01 00:00:00+00:00,1.373437762260437,1.3788729906082153,1.3188261985778809,1.3257676362991333,0
2025-08-01 00:00:00+00:00,1.3207422494888306,1.3594529628753662,1.314405918121338,1.3284993171691895,0
2025-09-01 00:00:00+00:00,1.3504207134246826,1.3670727014541626,1.3331378698349,1.3437248468399048,0
2025-10-01 00:00:00+00:00,1.3441762924194336,1.3571007251739502,1.3099464178085327,1.3159106969833374,0
2025-11-01 00:00:00+00:00,1.3156007528305054,1.3269639015197754,1.301168441772461,1.3253002166748047,0
2025-12-01 00:00:00+00:00,1.324082374572754,1.3535462617874146,1.3181829452514648,1.346719741821289,0
2026-01-01 00:00:00+00:00,1.347490906715393,1.3846771717071533,1.3365589380264282,1.3693996667861938,0
2026-02-01 00:00:00+00:00,1.3693002462387085,1.3761992454528809,1.3435261249542236,1.3491452932357788,0
2026-03-01 00:00:00+00:00,1.3454006910324097,1.3483994007110596,1.3175925016403198,1.3224906921386719,0
