timestamp,open,high,low,close,volume
2021-03-31 00:00:00+00:00,1683.699951171875,1713.800048828125,1676.5,1713.800048828125,762
2021-09-30 00:00:00+00:00,1706.800048828125,1916.199951171875,1692.5999755859375,1755.300048828125,521359
2022-03-31 00:00:00+00:00,1754.300048828125,2072.0,1744.699951171875,1949.199951171875,639280
2022-09-30 00:00:00+00:00,1935.0,1997.0999755859375,1620.4000244140625,1662.4000244140625,426164
2023-03-31 00:00:00+00:00,1667.199951171875,2003.9000244140625,1615.0999755859375,1969.0,480714
2023-09-30 00:00:00+00:00,1968.0999755859375,2072.0,1846.0,1848.0999755859375,478588
2024-03-31 00:00:00+00:00,1844.0999755859375,2234.10009765625,1809.4000244140625,2217.39990234375,653615
2024-09-30 00:00:00+00:00,2235.699951171875,2672.10009765625,2230.0,2636.10009765625,361836
2025-03-31 00:00:00+00:00,2631.39990234375,3132.5,2554.199951171875,3122.800048828125,672343
2025-09-30 00:00:00+00:00,3129.699951171875,3865.5,2949.699951171875,3840.800048828125,450916
2026-03-31 00:00:00+00:00,3863.5,5586.2001953125,3823.699951171875,4700.7001953125,579491
